SubjectID	SubjectAge	SessionTime	TaskName	BlockCount	TrialCount_InTask	TrialCount_InBlock	CurrentTrialState	Frame	FrameStartUnity	ReferenceEventCodes	FrameEventCodes	FlashPanelLStatus	FlashPanelLStatus	MousePosition	MouseButtonStatus	SimpleRaycastTarget	ShotgunModalTarget	FeedbackOn	PlayingAudioClipName	HaloType	SliderAnimationPhase	SliderVisibility	ContextName	ChoiceMade	SelectedObject	StartedMaze
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	354	12.34748			0	0	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	355	12.38079			1	0	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	356	12.41414			0	1	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	357	12.44749			1	1	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	358	12.48079			0	1	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	359	12.51415			1	0	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	360	12.54746			0	0	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	361	12.58083			1	1	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	362	12.61413			0	0	(932.00, 510.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	363	12.64746			1	1	(928.00, 508.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	364	12.68081			0	1	(920.00, 505.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	365	12.71414			1	1	(895.00, 502.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	366	12.74748			0	0	(878.00, 502.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	367	12.78079			1	1	(852.00, 517.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	368	12.81415			0	1	(843.00, 526.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	369	12.84746			1	1	(845.00, 529.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	370	12.88084			0	0	(862.00, 537.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	371	12.91412			1	0	(885.00, 546.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	372	12.94746			0	0	(901.00, 553.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	373	12.98079			1	0	(905.00, 556.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	374	13.01413			0	0	(905.00, 557.00, 0.00)	[1,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	375	13.04748		51	1	1	(905.00, 557.00, 0.00)	[1,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	376	13.08079			0	0	(905.00, 557.00, 0.00)	[1,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	377	13.13079			1	1	(905.00, 557.00, 0.00)	[1,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	378	13.14748			0	0	(905.00, 557.00, 0.00)	[1,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	InitTrial	379	13.18081			1	0	(905.00, 557.00, 0.00)	[0,0,0]	MainCircle	MainCircle	False	null	None	None	False	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	380	13.21415		55,75,79,12084	0	1	(905.00, 557.00, 0.00)	[0,0,0]	null	null	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	381	13.24747			1	1	(905.00, 557.00, 0.00)	[0,0,0]	null	null	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	382	13.28081			0	1	(905.00, 557.00, 0.00)	[0,0,0]	null	null	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	383	13.31412			1	0	(905.00, 557.00, 0.00)	[0,0,0]	null	null	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	384	13.34749		40	0	0	(906.00, 557.00, 0.00)	[0,0,0]	C4	C4	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	385	13.38079		43	1	1	(936.00, 538.00, 0.00)	[0,0,0]	C4	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	386	13.41412			0	0	(957.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	387	13.44746			1	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	388	13.48079			0	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	389	13.51412			1	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	390	13.54747			0	0	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	391	13.58083			1	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	392	13.61415			0	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	393	13.64746			1	1	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	394	13.68081			0	0	(959.00, 538.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	395	13.71417			1	0	(945.00, 529.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	396	13.74746			0	0	(877.00, 537.00, 0.00)	[0,0,0]	C4	C4	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	397	13.78081			1	0	(702.00, 526.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	398	13.81412			0	0	(648.00, 500.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	399	13.84748			1	1	(621.00, 467.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	400	13.88079			0	0	(605.00, 441.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	401	13.91412			1	1	(598.00, 432.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	402	13.94747			0	0	(577.00, 423.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	403	13.98079			1	0	(568.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	404	14.01413			0	1	(563.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	405	14.0475			1	1	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	406	14.08081			0	1	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	407	14.11414			1	0	(559.00, 421.00, 0.00)	[1,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	408	14.14745		52	0	0	(559.00, 421.00, 0.00)	[1,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	409	14.18079			1	1	(559.00, 421.00, 0.00)	[1,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	410	14.21414			0	0	(559.00, 421.00, 0.00)	[1,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	411	14.24748			1	1	(559.00, 421.00, 0.00)	[1,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	412	14.28081			0	1	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	False		False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	413	14.31412		56,76	1	1	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	null	None	None	True	007_033_072_001_1	True	A3	False
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	414	14.34748		44,12076,12086,5,17	0	0	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	415	14.38079			1	1	(559.00, 421.00, 0.00)	[0,0,0]	A3	A3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	416	14.41415			0	1	(567.00, 428.00, 0.00)	[0,0,0]	A3	A3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	417	14.44748			1	1	(581.00, 433.00, 0.00)	[0,0,0]	A3	A3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	418	14.48081			0	0	(600.00, 435.00, 0.00)	[0,0,0]	A3	A3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	419	14.51414			1	0	(627.00, 435.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	420	14.54745			0	0	(648.00, 435.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	421	14.58081			1	0	(665.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	422	14.61413			0	0	(675.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	Positive	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	423	14.64747			1	1	(679.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	424	14.68079			0	0	(679.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	425	14.71412			1	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	426	14.74747			0	0	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	427	14.78079			1	0	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	428	14.81414			0	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	Update	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	SelectionFeedback	429	14.84749			1	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	430	14.88078		12087	0	1	(680.00, 434.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	431	14.91415		52	1	0	(680.00, 434.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	432	14.94745			0	0	(680.00, 434.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	Delay	433	14.98079			1	1	(680.00, 434.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	434	15.01413			0	0	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	435	15.04748		56	1	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	436	15.08079			0	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	437	15.11412			1	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	438	15.14745			0	0	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	439	15.18081			1	1	(680.00, 434.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	440	15.21414			0	1	(723.00, 435.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	441	15.24745			1	1	(788.00, 426.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	442	15.28078			0	0	(829.00, 418.00, 0.00)	[0,0,0]	C3	C3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	443	15.31412			1	0	(835.00, 417.00, 0.00)	[0,0,0]	C3	C3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	444	15.34745			0	0	(835.00, 417.00, 0.00)	[0,0,0]	C3	C3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	445	15.38079			1	0	(835.00, 417.00, 0.00)	[0,0,0]	C3	C3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	446	15.41414			0	0	(831.00, 417.00, 0.00)	[0,0,0]	C3	C3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	447	15.44748			1	1	(814.00, 416.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	448	15.48078			0	0	(789.00, 416.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	449	15.51414			1	1	(767.00, 419.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	450	15.54748			0	0	(758.00, 421.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	451	15.58081			1	0	(757.00, 421.00, 0.00)	[0,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	452	15.61414			0	1	(757.00, 421.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	453	15.64747		52	1	1	(757.00, 421.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	454	15.68082			0	1	(757.00, 421.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	455	15.71414			1	0	(757.00, 421.00, 0.00)	[1,0,0]	B3	B3	False	null	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	456	15.74747			0	0	(757.00, 421.00, 0.00)	[0,0,0]	B3	B3	True	Negative	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	457	15.78078		56,17,18	1	1	(757.00, 421.00, 0.00)	[0,0,0]	B3	B3	True	Negative	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	458	15.81412			0	0	(774.00, 424.00, 0.00)	[0,0,0]	B3	B3	True	Negative	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	459	15.84747			1	1	(806.00, 427.00, 0.00)	[0,0,0]	MazeBackground	MazeBackground	True	Negative	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	460	15.88078			0	1	(831.00, 427.00, 0.00)	[0,0,0]	C3	C3	True	Negative	None	None	True	007_033_072_001_1	False		True
Player	50	Session_10_25_23__14_07_43_Player	MazeGame	1	1	1	ChooseTile	461	15.91415			1	1	(839.00, 427.00, 0.00)	[0,0,0]	C3	C3	True	Negative	None	None	True	007_033_072_001_1	False		True
